时间,仿真时间,真实压高度,仿真气压高度,真实指示空速,仿真指示空速,真实真空速,仿真真空速,真实马赫数,仿真马赫数,真实垂直速度,仿真垂直速度,真实大气静温,仿真大气静温
1.1,1.1,9.07324166054648,-17.0641214819576,243.851528329318,244.38457355896,259.904500254449,244.17624272853,0.763842462288138,0.717499373459417,8.24522501272245,-0.00151062713725735,288.091023929206,291.012566365739
1.2,1.2,9.89771880120866,17.2047905050453,243.827815019757,244.536288125522,259.886356010425,244.746728162092,0.763796241676793,0.719241800066469,8.24431780052123,-0.188337214832585,288.085664827792,291.710337398822
1.3,1.3,10.7221012840381,-55.118300644745,243.802789992148,243.021927445526,259.866637121361,242.35367859683,0.763745391590419,0.712068090920849,8.24333185606806,0.41020329011769,288.080306341654,291.889521214698
1.4,1.4,11.5463812377558,38.8291830680323,243.776453995789,245.414858772487,259.845344365727,245.891877776238,0.763689914120091,0.722647525870481,8.24226721828635,-0.517485595670567,288.074948521955,291.596101685983
1.5,1.5,12.3705507951305,124.863042941073,243.748807824513,247.614765239355,259.822478584123,249.167314324691,0.763629811539656,0.732427481712135,8.24112392920616,-0.506824622153112,288.069591419832,290.886978009328
1.6,1.6,13.1946020932889,95.0401891293523,243.71985231667,243.475006543899,259.798040679252,244.635720906704,0.763565086305649,0.719067129167028,8.2399020339626,0.129312595771638,288.064235086394,290.667021356824
1.7,1.7,14.0185272740267,-81.085413832229,243.689588355103,242.738736586987,259.77203161588,241.757733314011,0.763495741057208,0.710265005209038,8.238601580794,0.978311417394298,288.058879572719,291.835076481803
1.8,1.8,14.8423184841184,37.5206134213241,243.658016867132,244.186863827422,259.7444524208,244.645478732811,0.763421778615972,0.718983593512851,8.23722262104002,-0.65319370958048,288.053524929853,291.624405905056
1.9,1.9,15.6659678756274,66.4009196763466,243.625138824533,243.287228242643,259.715304182793,244.096706036055,0.763343201985981,0.717428056203695,8.23576520913963,-0.178186748568986,288.048171208808,291.071203205476
2,2,16.4894676062159,60.8006275178618,243.590955243514,244.092852673387,259.684588052579,244.836361766631,0.763260014353564,0.719589452879112,8.23422940262896,0.00945667743223113,288.04281846056,292.422893252442
2.1,2.1,17.3128098394542,56.743226799065,243.555467184695,243.522832767703,259.65230524278,244.215002903396,0.763172219087218,0.71775655937193,8.23261526213901,0.000274180945602151,288.037466736044,291.038028843141
2.2,2.2,18.1359867451309,43.6340719230296,243.518675753083,245.0826571617,259.618457027866,245.618072333878,0.763079819737487,0.721852400969255,8.2309228513933,0.0540009736096428,288.032116086157,291.881950184538
2.3,2.3,18.9589904995608,44.9132554258336,243.480582098053,245.953720687217,259.583044744106,246.506816610402,0.762982820036823,0.724465458460142,8.2291522372053,-0.0254569894593085,288.026766561753,291.081082293692
2.4,2.4,19.7818132858949,31.066189108045,243.441187413318,243.381374396981,259.546069789517,243.759755542483,0.762881223899454,0.716369025494413,8.22730348947583,0.0618804021712945,288.021418213642,291.386850582814
2.5,2.5,20.6044472944282,-57.750699970567,243.40049293691,240.707688951462,259.507533623806,240.014258755256,0.762775035421229,0.705185031412293,8.22537668119028,0.4945296028043,288.016071092586,292.545718727214
2.6,2.6,21.4268847229085,17.5462305688755,243.358499951149,244.746952101839,259.467437768315,244.961756005463,0.762664258879468,0.719874237932392,8.22337188841574,-0.414192684360969,288.010725249301,291.657915436467
2.7,2.7,22.2491177768441,-45.0146256032114,243.315209782624,239.964594197966,259.42578380596,239.42550988136,0.762548898732802,0.703479971004143,8.221289190298,0.348770660767832,288.005380734451,292.221150847725
2.8,2.8,23.071138669812,-17.4739803650642,243.27062380216,243.703759644267,259.382573381168,243.49102244294,0.762428959620998,0.715484701919569,8.21912866905841,-0.144303998110674,288.000037598646,292.290491713707
2.9,2.9,23.8929396237644,6.19013093916352,243.224743424795,241.964955501212,259.337808199813,242.039843875094,0.762304446364789,0.711266626383022,8.21689040999066,-0.131970540536519,287.994695892446,293.125226651835
3,3,24.7145128693368,55.7008150255668,243.17757010975,244.304003519105,259.291490029148,244.985611754246,0.76217536396569,0.720017918776209,8.21457450145738,-0.287693879363179,287.989355666349,290.857841335933
3.1,3.1,25.535850646154,49.8238714789282,243.129105360401,242.884272298742,259.243620697733,243.490292144414,0.762041717605804,0.715614320113599,8.21218103488667,0.00879796862969121,287.9840169708,291.351245464719
3.2,3.2,26.3569452031368,38.7702863286079,243.079350724253,243.425424903499,259.19420209537,243.897858299672,0.761903512647629,0.716789810289537,8.20971010476849,0.0430416190308506,287.97867985618,291.680426258228
3.3,3.3,27.1777887988078,93.8867610782279,243.028307792902,244.731621242993,259.143236173019,245.88411851983,0.761760754633851,0.722730366386165,8.20716180865094,-0.332966750700033,287.973344372808,291.607180311728
3.4,3.4,27.9983737015971,-84.6818709063194,242.975978202015,238.569313575753,259.090724942728,237.562527665695,0.761613449287134,0.697921402187469,8.20453624713639,0.98747303765691,287.96801057094,292.201791234287
3.5,3.5,28.8186921901478,-23.2272235645124,242.922363631291,240.791785949458,259.03667047755,240.512442973342,0.7614616025099,0.706719002862311,8.20183352387749,-0.32846504576162,287.962678500764,292.169671429301
3.6,3.6,29.6387365536203,65.4847148411174,242.867465804433,242.687724915433,258.981074911463,243.484039786587,0.761305220384102,0.715626901417936,8.19905374557315,-0.504638108690009,287.957348212401,291.629298215211
3.7,3.7,30.4584990919972,82.1925496975729,242.811286489113,245.610911626858,258.923940439285,246.62305238294,0.761144309170994,0.724877650817309,8.19619702196425,-0.12397025617303,287.952019755902,289.66377799429
3.8,3.8,31.2779721163869,39.2838818173557,242.753827496942,242.350590992566,258.865269316587,242.827178027093,0.760978875310888,0.713645593009987,8.19326346582935,0.212884507347753,287.946693181243,290.8891761031
3.9,3.9,32.0971479493274,-7.66256262498144,242.695090683434,241.583684291628,258.805063859604,241.491174966334,0.76080892542291,0.709626687424203,8.19025319298021,0.248499048778915,287.941368538329,292.485500259646
4,4,32.9160189250892,47.1662913358366,242.635077947972,242.027480415537,258.743326445145,242.599096539992,0.760634466304741,0.712991281902002,8.18716632225726,-0.31790404412013,287.936045876987,292.066179694353
4.1,4.1,33.7345773899783,101.96011271295,242.573791233773,246.584521208554,258.680059510497,247.845968476808,0.760455504932359,0.728505770887591,8.18400297552487,-0.337889935988286,287.930725246965,290.706945237639
4.2,4.2,34.5528157026379,82.8762222539272,242.511232527851,242.891289678068,258.615265553331,243.900573900943,0.760272048459772,0.71688454063178,8.18076327766655,0.0663491026762169,287.925406697933,291.619387959315
4.3,4.3,35.3707262343502,36.8529543777039,242.447403860982,240.099233372294,258.5489471316,240.542136240801,0.760084104218736,0.70692806055952,8.17744735658002,0.226491018189368,287.920090279477,292.314703139227
